Content Title,Content Description,Content Type,Content Last Watched Date (if viewed),Content Completed At (if completed),Content Saved,Notes taken on videos (if taken),
Persuader et convaincre : 5 astuces pour réussir sa présentation avec PowerPoint ,"PowerPoint est un sujet qui agace tout le monde mais dont peu se sont vraiment emparé, parce qu'on se contente souvent de ce qu'on pense être des évidences. Jetez un œil sur votre dernier PowerPoint. Regardez chaque diapo et demandez-vous honnêtement : est-ce que vous l'avez faite en pensant au bénéfice que l'auditoire peut en tirer ? Découvrez les cinq astuces de Pascal Haumont pour utiliser PowerPoint à bon escient.
</br>
Cette formation a été créée par Pascal Haumont, spécialiste en communication. Nous sommes ravis d'héberger ce contenu sur notre plateforme.",Course,2024-08-02 07:28 UTC,N/A,false,N/A,
Réussir sa start-up,"Dans cette formation exhaustive de Frédéric Bascuñana, vous découvrirez tout ce qu'il faut savoir pour réussir le parcours de votre start-up, de sa création à son fonctionnement, ainsi que sa place sur le marché, tout en évitant les poncifs et les pièges de ce domaine. Tout d'abord, vous devrez avoir une idée de départ et assurer son éclosion. Vous devrez maîtriser la stratégie et vous entourer d'une équipe pertinente et efficace, puis vous verrez comment créer l'offre et réussir son amorce, comment vendre et fidéliser vos prospects et, bien entendu, produire et délivrer. Vous verrez également comment perfectionner votre leadership et vous assurer l'engagement de vos collaborateurs.",Course,2024-06-23 12:50 UTC,N/A,false,N/A,
Nano Tips for Making Learning a Practice with Dr. Jazz,"Welcome to our Nano Tips series, where LinkedIn Learning creators deliver impactful lessons in literally seconds. In these videos, Dr. Jazz guides you through cultivating a proactive learning mindset that can help you adapt to change, embrace new challenges, and achieve greater fulfillment in your personal and professional life. Find out why on-the-job learning is so important and how you can leverage skills gap analysis to unlock your potential. Learn how to track your progress, plus how to use mentorship and shadowing to achieve your learning goals. Explore ways embracing new challenges and sharing your knowledge can enhance your growth. Identify ways to leverage company resources and find practical resources for learning job-specific skills. Plus, dive into ways you can bring outside learning to your job. With these concise videos, you can add learning to even your busiest days!",Course,2025-02-27 09:22 UTC,N/A,false,N/A,
AI Agents Made Simple: Your Zero-to-Hero Guide to Prompting for Work Automation,"Dive into the world of AI agents and learn how to make them work for you, transforming tedious tasks into automated workflows. In this course, José Latorre—a .NET, Azure Cloud, and UI/UX specialist—shows you techniques for crafting precise prompts that not only enhance productivity but also sharpen decision-making capabilities. Gain skills in guiding AI to think out loud, ensuring transparency and improved response quality. Learn how to split large tasks into smaller, manageable parts and integrate personality in AI interactions to maintain engaging communication. Build your understanding of the tools to automate and optimize your daily operations. Explore real-world applications and examples of effective prompt engineering. Engage with AI agents in a way that makes you an AI-powered hero in your field. This course helps you to equip yourself with cutting-edge skills that can make you a sought-after professional in today's AI-driven world.",Course,N/A,N/A,true,N/A,
Leading with Emotional Intelligence,"<p>In the modern workplace, emotional intelligence drives successful leadership. In this course, leadership speaker, bestselling author, and executive coach Christopher Connors presents practical, actionable guidance on building self-awareness, and the skills to lead effectively in a workplace that has been transformed. Learn how to apply emotional intelligence in a skills-first organization, blend emotional intelligence with psychological safety, inspire your people, lead change, and more. Plus, go through six scenarios that demonstrate emotional intelligence in action.</p><p>This course is part of a <a href=""https://www.linkedin.com/learning/paths/succeeding-as-a-new-manager-professional-certificate-by-linkedin-learning?u=104"" target=""_blank"">Professional Certificate</a> from LinkedIn Learning.</p>",Course,N/A,N/A,true,N/A,
Copilot for Project Management: Build an AI-Powered Budget Tracker and Forecaster (No Code Required),"Discover how to leverage Microsoft 365 Copilot to build an AI-generated budget tracking and financial forecasting tool for your projects. This course, taught by project management expert, Microsoft MVP, and Microsoft Certified Trainer Heather Severino, guides you through how to build an accurate and reliable budget tracking and forecasting tool, step by step.",Course,2025-11-02 23:46 UTC,N/A,false,N/A,
"Italian, Part 2: Possessives, Prepositions, and Pronouns","<p>Explore the beauty and diversity of Italy’s history, culture, and cuisine as you learn how to handle real-life conversations in Italian. This course—the second in a four-part series from The Great Courses—covers how possessive adjectives (“my,” “your,” and “our” in English) and possessive pronouns (“mine,” “yours,” and “ours”) function in Italian. Explore their use in text describing the geography, scenic landscapes and coastline, and traditional houses of the Puglia region, and add important vocabulary about the family. Practice what you’ve learned in discussing <i>Tre Fratelli</i> and <i>Mine Vaganti</i>, two films set in Puglia.</p>

<p><b>About the instructor</b><br><br>
Kristina Olson is an associate professor of Italian and the Italian program coordinator at George Mason University, where she has taught Italian language, literature, and cinema since 2005. She earned her PhD in Italian from Columbia University. Professor Olson is the author of <i>Courtesy Lost: Dante, Boccaccio, and the Literature of History</i> and several articles on Dante, Boccaccio, and Petrarch. She is the coeditor of <i>Open City: Seven Writers in Postwar Rome</i>; <i>Boccaccio 1313–2013</i>; and the second edition of <i>Approaches to Teaching Dante’s Divine Comedy</i> with the Modern Language Association. Professor Olson is the president of the American Boccaccio Association and was the vice president of the Dante Society of America.</p>",Course,2025-08-06 17:11 UTC,N/A,false,N/A,
Azure Data Factory,"<p>If you want to grow your skills as a data scientist or enterprise application expert, you need to know how to design and manage an integrated IT strategy. Enter Azure Data Factory, the fully managed, serverless data integration service from Microsoft. In this course, instructor Karsten Ulferts shows you how to use Azure Data Factory (ADF) for pipelining and data transformation.</p><p>Explore the basics of successful deployment and the key terms of the ADF object model, ramping up your skill set to assess and analyze data output and data quality. Learn how concrete data integration solutions can be implemented with ADF, using extensions and available improvements to go beyond normal testing operations. Karsten gives you tips along the way on other more advanced object modeling tools, such as triggers, integration runtimes, Power Query, flowlets, quotas, limitations, and more.</p>",Course,2024-12-28 19:31 UTC,N/A,false,N/A,
How to Calm Your Mind: Finding Presence and Productivity (Book Bite),"<p>You can overcome your anxieties, even in challenging situations, but first you need to learn how to calm your mind. In the 2022 book <i>How to Calm Your Mind: Finding Presence and Productivity</i>, productivity expert Chris Bailey explores practical, scientific techniques for reducing stress and enhancing productivity in your daily life. Tune into this audiobook summary from Next Big Idea Club to hear Chris share five key insights from <i>How to Calm Your Mind</i>. Learn how to manage the effects and distractions of dopamine, conduct a stimulation fast, replace dopamine-driven activities with well-rounded analog ones, and develop your understanding of the six triggers of burnout. Along the way, find out how to discover greater depths of calm in the analog world and reflect on the parts of your life that you value most.</p><p>Note: This audiobook summary was created by Next Big Idea Club. We are pleased to host this content in our library.</p>",Course,N/A,N/A,true,N/A,
Navigating Organizational Politics as a Senior Leader,"<p>Navigating organizational politics may seem like a distraction from your job, but if you’re in a senior leadership position, politics largely <em>is</em> your job. In this course, organizational politics expert Niven Postma teaches you how to successfully navigate organizational politics at the senior leadership level. You'll learn about the 6Ps of political intelligence, how to make decisions about political trade-offs, deliver performance outcomes to increase your political capital, prioritize and nurture strategic partnership, and boost social influence to get things done. Plus, Niven details the role reputation plays in developing political capital, and explains how you should choose your political battles. </p><p>This course is part of a <a href=""https://www.linkedin.com/learning/paths/succeeding-as-a-senior-manager-professional-certificate-by-linkedin-learning"" target=""_blank"">Professional Certificate</a> from LinkedIn Learning. </p><p>This course includes AI-powered Role Play. Role Play allows you to practice what you’ve learned in interactive simulations of real-world conversations. </p>",Course,2025-10-07 20:09 UTC,N/A,false,N/A,
Strategic Thinking,"<p>Strategic thinking is a valuable skill for everyone in an organization, and it becomes more essential as you ascend the ladder. In this practical course, professor and author Dorie Clark guides you through building a habit of thinking strategically. Dorie shows you how to set the stage for strategic thinking by asking yourself the right questions, making time to be strategic, getting strategic about your career, and more. She highlights ways you can develop your strategic thinking, including considering the future, learning from the past, and creating an informed strategy. Dorie explains how to implement strategic thinking with your team and measure your success. Plus, she goes over treating strategic thinking as an ongoing process and handling problems when they occur. Learn how to make strategic thinking a habit that works for you!</p>",Course,2025-06-14 10:51 UTC,N/A,false,N/A,
Strategic Social Media: Grow Your Business,"<p>Social media never really stands still, and neither can your social media strategy. In this course, veteran marketer and Silicon Valley top voice Anke Audenaert demonstrates some of the most up-to-date strategies for using social media to find new customers, scale your business, and build your brand. Learn how to plan a targeted social media campaign, develop an online presence, effectively leverage a variety of social media platforms and channels, and create a robust content marketing plan. Along the way, Anke shows you how to build a following, manage complex customer interactions, and design and implement effective social media ads.</p><p>This course was created by <a href=""https://www.onlymadecraft.com"" target=""_blank"">Madecraft</a>. We are pleased to host this training in our library.</p><img src=""https://media.licdn.com/media/AAYAAgCwAAoAAQAAAAAAAHppnBQxgeyWS2CsU3aDDPcMgw.jpg"" alt=""Company logo for Madecraft; the letter M configured as part of a printing press"" width=""20%"" height=""20%"" />",Course,N/A,N/A,true,N/A,
Preparing Your Organization for AI Agents,"When leaders know how to lead AI-driven change, they can successfully guide their organizations through transitions, foster innovation, and ensure that their teams are prepared for the future. In this course for organizational leaders, Andreas Welsch—an internationally-recognized advisor on scaling AI adoption in organizations—emphasizes the key business functions that will change with AI, as well as how you can navigate those changes and prepare for enterprise-wide adoption of AI agents. When you complete this course, you’ll have a solid understanding of the skills you need to navigate the transition to AI-enhanced workflows smoothly, ensuring that your organization remains competitive and technologically advanced.",Course,2025-10-03 15:15 UTC,N/A,true,N/A,
Mastering Communications as a Leader,"Leaders aren’t born, they’re trained. Leaders develop their abilities to motivate and inspire others to positive action. Regardless of where you are in your career, boosting your communications skills will take you where you want to go, faster. In this course, Emmy-winning former CNN correspondent Gina London explains the power of communicating with purpose and impact. She illustrates that communication is not a soft skill—it’s a critical skill and one you need as a leader. Join Gina to learn how to: embrace the possibility of change to excel; develop executive presence; structure your communications for impact; use body language; play your voice like an instrument; and more.
<br><br>
Note: This course was created by genConnectU. We are pleased to host this training in our library.",Course,N/A,N/A,true,N/A,
Three Steps to Mental Well Being at Work,"As people transition back into the world and the workforce following the isolation of the COVID-19 pandemic, there’s much uncertainty on the best ways to go about this. In this course, Dr. Jay Kumar, author of The Science of a Happy Brain, outlines three powerful steps that can guide you and your company to peace of mind and well-being, post-pandemic. Dr. Kumar uses the values of being ready, resilient, and reflective to deliver strategies that can help restore and rehumanize your own work life and your company’s workforce. He explains the ways that your brain sabotages your mental health and well-being and offers strategies to nurture and retrain the brain to resilience. Dr. Kumar shares accessible ways to cope with stress and the daily pressures related to working virtually, and provides practices to maintain a sense of interdependence in the midst of our recent independent—and in some cases, isolated—lives.
<br><br>
Note: This course was created by genConnectU. We are pleased to host this training in our library.",Course,N/A,N/A,true,N/A,
Artificial Intelligence Foundations: Neural Networks,"<p>An artificial neural network uses the human brain as inspiration for creating a complex machine learning system. They can classify millions of sounds, videos, and images, answer our questions, understand our behaviors, and even drive our cars. Neural networks are also the foundation of generative AI.</p>
This course introduces the fundamental techniques and principles of neural networks, common models, and their applications. Instructor Gwendolyn Stripling takes you through the different neural network architectures, their components, appropriate use cases, and best practices for improving neural network model performance.  Plus, gain hands-on experience building and training a neural network using the Keras Sequential API, an open-source library that demystifies the design and training of neural networks. If you’re looking to achieve a solid understanding of how to build, train, improve and use neural networks, join Gwendolyn in this course.",Course,N/A,N/A,true,N/A,
How to Network Like a Leader,"Networking is not just about collecting contacts; it's about building meaningful relationships. In this course, executive coach, speaker, and psychologist Dr. Alessandra Wall discusses the psychology behind networking. She also shares strategies to help you network in an innovative way that boosts your leadership brand, skills, and opportunities. After completing this course, you'll be able to build authentic connections and leverage your network to grow as a leader.",Course,2025-02-27 12:59 UTC,2025-02-27 12:57 UTC,true,N/A,
Décuplez vos capacités créatives,"Décuplez vos capacités créatives avec Lionel Pigaglio, illustrateur et enseignant en dessin et peinture numérique.  Plongez dans des étapes, suivez un cheminement de pensées et de défis pratiques pour préciser, affiner et, enfin, proposer vos idées. Atteignez votre plein potentiel artistique par une idéation maîtrisée et apaisée. Cette formation vous donnera toutes les clés pour comprendre, oser, évaluer rapidement et proposer, avec enthousiasme, des idées créatives intéressantes et convaincantes !",Course,2024-07-28 11:50 UTC,N/A,false,N/A,
Copilot in Teams: AI-Powered Collaboration,"<p>The Copilot add-on in Teams lets you use several Artificial Intelligence features to level up your productivity. Join instructor Nick Brazzi as he shows how to get summaries or answers about chat conversations. Copilot can also help you find information about meetings. So, if you’re late to a meeting, Copilot can get you caught up. This course will also show how to use the Microsoft 365 chat assistant to get answers about your schedule, your documents, and other information from your organization.</p><p>This course is part of a <a href=""https://www.linkedin.com/learning/paths/microsoft-copilot-for-productivity-by-microsoft-and-linkedin"" target=""_blank"">Professional Certificate</a> from Microsoft.</p>",Course,2025-06-04 05:14 UTC,N/A,false,N/A,
Canva for Web and Digital Design Projects,"In this course, globally recognized trainer Heather Severino shows you how to use Canva for projects like blog and website design, YouTube channel design, social media graphics, online business and marketing projects, and more. After a solid introduction to Canva and its workspaces, dive into creating and publishing social media content and marketing content. Plus, explore ways you can use Magic Studio, an AI-powered design toolset, to streamline and expand what you can do.",Course,N/A,N/A,true,N/A,
Six Sigma: Black Belt,"Demonstrate your mastery of Six Sigma principles, philosophies, and related tools by becoming a Certified Six Sigma Black Belt. Black Belts operate under Master Black Belts to apply Six Sigma methodology to specific projects. They devote all of their valued time to Six Sigma. In this course, operational excellence expert, master Black Belt trainer, and professor Dr. Richard Chua explains how to use Six Sigma and its quality and statistical tools as he prepares you to become a Black Belt.<br><br>

Dr. Richard Chua builds upon his <em>Six Sigma: Green Belt</em>, <em>Six Sigma Foundations</em>, and <em>Learning Minitab</em> courses—which are prerequisites to this course—and covers an array of topics, including measurement system analysis, hypothesis testing, response surface methods, displaying improved process capabilities, and more.",Course,2025-10-01 20:12 UTC,N/A,false,N/A,
Social Media Marketing Foundations,"<p>Social media marketing is a worthwhile investment and a useful business tool, but how can you make it work for you? In this course, marketing consultant Brian Honigman guides you through what you need to know. Learn how to develop a plan to guide your social media activities. Find out how to use reporting to better direct future social media activities and demonstrate your results to stakeholders. Explore the value of crafting personas, choosing the right social networks, and publishing engaging social content. Discover ways social media can help you interact with customers. Go over how to foster social media partnerships and set up successful creator campaigns. Plus, learn how to experiment with social media to stand out consistently. </p><p>This course is part of a <a href=""https://www.linkedin.com/learning/paths/social-media-marketing-professional-certificate-by-hootsuite"" target=""_blank"">Professional Certificate</a> from Hootsuite.</p>",Course,N/A,N/A,true,N/A,
Se faire respecter,"Au quotidien, il est important de respecter les autres personnes et de se faire respecter. Pour cela, vous devez rester intègre en toute situation et savoir faire appliquer vos propres règles dans les différents cadres que vous côtoyez. Dans ce cours, Yann Piette, spécialiste en coaching, vous donne des conseils et des exemples précis en termes de comportements à adopter et de gestion de soi. Vous verrez que dans votre environnement professionnel, votre hiérarchie et vos collègues sauront rester dans le cadre du travail. Vous gagnerez également en respect et en sérénité dans vos relations amicales, familiales et amoureuses.

<br><br> Cette formation a été créée par Yann Piette. Nous sommes ravis d'héberger ce contenu sur notre plateforme",Course,2024-07-30 15:38 UTC,N/A,false,N/A,
Project Management with Microsoft Copilot,"Unlock the potential of Microsoft Copilot to streamline your project management tasks and boost efficiency. Taught by certified Project Management Professional and Microsoft MVP Cindy M. Lewis, this course is designed to equip project managers with skills to leverage Copilot seamlessly in daily workflows. Cindy provides practical, actionable tips for everything from generating clear project scope documents and effective communication plans to streamlining stakeholder reporting. Learn how to develop detailed project timelines, manage risks, and create compelling status reports. Harness the power of Copilot to stay on top of project discussions, identify data trends, and even get ideas to keep your team motivated and engaged.",Course,2025-10-06 09:13 UTC,N/A,false,N/A,
Build with AI: Developing a Code Review Assistant,"<p>Explore the intricacies of Python programming with an emphasis on mastering data structures and gain a competitive edge by learning to write cleaner, more efficient, and highly organized code. This course helps you analyze and manipulate data effectively using Python’s powerful features, and is ideal for software developers, data scientists, and tech enthusiasts eager to refine their coding skills and elevate their programming knowledge.
</P><p>Learn about key concepts such as lists, dictionaries, and sets, while understanding how they can enhance your code efficiency. Delve into the optimization of algorithms to improve your problem-solving capabilities. Uncover best practices for organizing and managing data in complex systems. Check out this course to learn how to confidently tackle coding challenges with improved speed and precision, making you a valuable asset in any development team.
 
</p>",Course,N/A,N/A,true,N/A,
Data Visualization: A Lesson and Listen Series,"<p>Follow along with expert Bill Shander in this series exploring key themes in data visualization, data storytelling, and information design. Each episode is broken into two segments: a short lesson and a listening session where Bill interviews data storytelling and visualization experts about the episode theme. These conversations reveal the creative process, explore techniques and technologies used by working professionals, and illuminate some of the common challenges they face. This series is perfect for anyone interested in how information is presented to the mass market, including professionals in all levels of analytics, data science, and communications.</p><p>Note: Because this is an ongoing series, viewers will not receive a certificate of completion.<p>",Course,2025-05-07 06:40 UTC,N/A,false,N/A,
AI-Driven Project Management: Techniques and Insights with Ricardo Vargas,"In this conversation-based course, project management leader Ricardo Vargas demonstrates next-level techniques for incorporating AI into project management workflows. Incorporating real-life examples throughout the discussion, we explore how project managers can use generative AI to create effective team collaboration strategies. We look at how AI can assist in resource management, change management, crisis management, and more—all while enhancing and even challenging a project manager's intuition in making critical decisions. We also explore various ways AI tools can be used to boost creativity and innovation within project teams. After watching this course, project managers should feel empowered to incorporate AI tools in their own workflows.",Course,2025-06-23 02:43 UTC,N/A,false,N/A,
Rock Your LinkedIn Profile (2019),"Explore how to create a LinkedIn profile that brings your personal career story to life, whether you’re just starting out, seeking to advance, or making a career change. Instructor Lauren Jolda—head of the ""Rock Your Profile"" team at LinkedIn—offers tips on tailoring each section, starting with the key insight that a LinkedIn profile is unique and shouldn’t be approached exactly like a resume. Lauren covers ways to add media to a profile, methods for showcasing your career accomplishments and aspirations, and specific examples of profile phrases and language that can help inspire your personal story.",Course,N/A,N/A,true,N/A,
Excel: Data Storytelling for Beginners,"What’s the difference between a confusing, information-packed spreadsheet and one that clearly communicates key data points? Storytelling. You may not think of Excel as the right place for business storytelling, but it’s actually the perfect place. Combining Excel's data visualization features with a few basic storytelling techniques can ensure you communicate your data in a simple and concise way for your audience. In this course, Microsoft Excel MVP Jordan Goldmeier begins by outlining the basics of data storytelling, including the key components of a good data story. Then he shows how to use Excel to tell your data story, covering how to create your data set, choose the right chart types, and enhance your story with labels, titles, and other elements. Plus, Jordan highlights how to enhance your story with data visualization features from Excel add-ins.",Course,2024-12-26 17:02 UTC,N/A,false,N/A,
Managing Your Anxiety While Presenting,"Whether presenting, pitching, delivering a toast, or contributing in a meeting, most people experience some degree of anxiety about speaking in public. In this course, author Matt Abrahams explores what causes people to feel nervous and shares some common anxiety management pitfalls. He then offers anxiety management techniques to help you become more comfortable and confident when speaking in front of others. Matt also discusses specific things you can do to manage sources and symptoms of anxiety which can enable you to feel and appear more confident for any audience.",Course,2025-03-01 15:14 UTC,N/A,false,N/A,
Nano Tips to Speak Up in Meetings with Shadé Zahrai,"Welcome to our <i>Nano Tips</i> series, where LinkedIn Learning creators deliver impactful lessons in literally seconds. In this course, behavioral strategist and peak performance educator for Fortune 500s Shadé Zahrai teaches you quick tips for speaking up in meetings and making your voice heard. Learn how to avoid mistakes that harm your credibility and influence, speak up when you can’t find your turn, contribute value with strategic questions, claim back credit for overlooked suggestions, and more.",Course,2025-06-27 09:55 UTC,N/A,false,N/A,
Excel 2016 : Les formules et les fonctions avancées,"Partez à la découverte des fonctions et des formules d'Excel 2016. Dans cette formation qui s'adresse aux utilisateurs maîtrisant déjà Excel, Martial Auroy vous dévoile des fonctions de calcul reposant sur des critères et des conditions. Aussi, tirez parti des nombres, des textes et des dates, puis initiez-vous aux matrices et aux techniques de recherche. À la fin de cette formation, vous maîtriserez l'analyse et la manipulation de données sous conditions dans Excel 2016.",Course,2019-03-29 07:30 UTC,N/A,false,N/A,
Model Context Protocol (MCP) for Beginners by Microsoft,"<p>Are you just getting started with AI agents and looking to take your skills to the next level? In this course, designed uniquely for beginners, learn how to build AI agents with the Model Context Protocol (MCP)—a powerful framework for building secure, scalable, and real-world AI applications. Find out how to design and deploy AI agents with MCP in Visual Studio Code, contribute to the developer community, and apply best practices from early adopters across a variety of industries. Whether you’re a budding developer or an enthusiast interested in learning more about AI technology, this course outlines in-demand skills and valuable insights that you can apply in practice to create advanced AI applications.</p><p>This course was created by Microsoft Developer. We are pleased to host this training in our library.</p>",Course,2025-10-17 07:40 UTC,N/A,false,N/A,
Faire une bonne première impression ,"La première impression est marquante. Que ce soit dans le cadre d'une réunion, d'un entretien ou d'une négociation, vous devez savoir établir une relation instantanément. Heureusement, la capacité à faire une bonne première impression n'est pas innée : c'est une science qui s'acquiert. Vanessa Van Edwards est enquêtrice principale chez Science of People, laboratoire de recherche spécialisé dans les comportements humains. Dans cette formation, elle vous enseigne des stratégies étayées par la recherche qui peuvent vous aider à réussir les premières secondes de toutes vos interactions. Elle décrit également le langage corporel essentiel pour faire une première impression intéressante, les indices vocaux qui dénotent de l'assurance, en personne ou au téléphone, ainsi que les meilleures phrases d'accroche pour engager une conversation satisfaisante. Elle vous donne aussi des conseils pour transformer les échanges de banalités ternes en discussions animées et mémorables.",Course,2020-05-19 06:41 UTC,N/A,false,N/A,
Nano Tips for Working with Recruiters with Sho Dewan,"Welcome to our Nano Tips series, where LinkedIn Learning creators deliver impactful lessons in literally seconds. In this course, career coach and CEO of Workhap Sho Dewan highlights what you need to know in order to get what you need from interactions with recruiters. Learn about different types of recruiters, a recruiter’s role, and how recruiters can find you on LinkedIn. Find out how to write a resume that will impress a recruiter, and go over what recruiters really care about. Make sure you know how to answer three common questions, contact recruiters, and negotiate salaries with them. Plus, dive into ways you can follow up after an interview and three helpful things you can do if you get ghosted.",Course,2025-02-26 23:47 UTC,N/A,false,N/A,
A Modern Guide to Strategy Implementation,"Successful leaders need to know how to define and choose the right strategies for their organizations. But they also need to be able to implement them successfully, which is where the Strategy Implementation Roadmap can be a huge help. In this course, instructor Antonio Nieto-Rodriguez walks you through the basics of strategy implementation so you can develop the highly demanded skills and tools you need to become an effective implementation specialist.<br><br>Explore ways to enhance your leadership abilities in an increasingly complex business world. Get an introduction to strategy implementation fundamentals, as developed by world experts from the Strategy Implementation Institute. Learn to avoid common pitfalls and adopt a proven and simple to use roadmap to guide your organization through its strategy implementation journey, including leadership execution, value creation, stakeholder management, business culture, employee engagement, performance tracking, and more.",Course,2025-02-26 22:29 UTC,2025-02-26 22:26 UTC,false,N/A,
Amplifying Your Message Through Powerful Framing and Storytelling,"<p>In this audio-only course, Rene Rodriguez, author of <i>Amplify Your Influence: Transform How You Communicate and Lead</i>, reveals a powerful three-step formula for amplifying your influence and getting your message heard. In his talk with Pete Mockaitis, Rene reveals: the surprising reason why your audience isn’t listening; the most powerful communication skill in your arsenal; how to craft a narrative and message that sticks. Rene talks about how helping people save face—crafting your message in a way where someone doesn’t have to admit that they’re wrong—drastically increases the chance of getting them to change. He also covers the importance of framing, and how preparing your audience to listen by providing context through a story can change what others perceive and influence them to follow you. Learn these lessons and more in this course to start creating your own impactful messages.
 
</p><p>This course was created by Pete Mockaitis of <i><a href=""https://awesomeatyourjob.com/"" target=""_blank"">How to Be Awesome at Your Job</i></a>. We are pleased to offer this training in our library.<br><br><img src=""https://media.licdn.com/media/AAYAAgCwAAoAAQAAAAAAAIBpAic0FsSvQXaA8NB7qnVcIw.jpg"" alt=""How to be Awesome at Your Job"" height=""20%"" width=""20%"">",Course,N/A,N/A,true,N/A,
Adopter la posture d'un manager coach ,"Si vous souhaitez devenir un bon manager coach et contribuer à la progression durable de votre équipe, alors suivez cette formation de Ludovic Girodon. Tout d'abord, vous aborderez le bon état d'esprit à adopter, vous vous pencherez sur les notions de posture haute et de posture basse puis vous les mettrez en pratique. Vous apprendrez les piliers de l'écoute active, les familles de questions et celles à éviter, et les bonnes pratiques pour le feedback. Enfin, vous verrez en quoi consistent les 5 piliers DREAM ainsi que la technique de résonance.",Course,2024-06-28 12:26 UTC,N/A,false,N/A,
Consulting Foundations: Client Management and Relationships,"Client relationships are the foundation of your consulting business. Whether you work for a big firm or are going solo as an independent consultant, the principles of client management are the same. It's all about building rapport, communicating effectively, and establishing trust. In this course, Lisa Earle McLeod and Elizabeth McLeod teach you how to position yourself for success, keep communication lines open during implementation of your project, and create connections that are the foundation for lasting relationships that lead to repeat business. Plus, get tips for leveraging client relationships to sell to the entire organization.",Course,N/A,N/A,true,N/A,
Oser le courage managérial,"Découvrez comment renforcer votre leadership et votre capacité à agir avec audace et détermination. Abordez notamment la définition et les enjeux du courage, qui est une compétence indispensable pour les managers d'aujourd'hui. Apprenez aussi à renforcer la confiance en vous et en votre équipe, ainsi que l'importance de la congruence du leader, la gestion des risques, la prise de décisions puissantes, la gestion des conflits et l'assertivité afin d'inspirer par l'exemple. </br></br> Cette formation a été créée par Nolwenn Bernache-Assolant, coach en leadership et management des entreprises. Nous sommes ravis d'héberger ce contenu sur notre plateforme.",Course,2024-07-09 07:26 UTC,N/A,false,N/A,
Optimizing Your LinkedIn Profile Nano Tips with Kim Kaupe,"Welcome to our <i>Nano Tips</i> series, where LinkedIn Learning creators deliver impactful lessons in literally seconds. In this installment, Kim Kaupe shows you how to optimize your LinkedIn profile allowing you to get noticed faster and stand out from others in your field. Kim shows you how to use creator mode to boost your search results, add a cover story to your profile, customize your LinkedIn URL, and more. Plus, get tips for how to create a dynamic profile picture and video profile.",Course,2025-02-26 22:39 UTC,N/A,false,N/A,
Developing Your Professional Image in a New Job,"For new graduates transitioning from school to the world of work, creating a professional image isn't always intuitive. In this course, executive coach and organizational psychologist Gemma Leigh Roberts provides tips and guidance that can help you successfully navigate the start of your professional career. Gemma highlights the main differences between campus life and being part of the workforce, and explains how to develop the right mindset for dealing with workplace challenges and getting ahead in your career. Plus, she shares tips for acclimating to a new workplace, and discusses how to create a career strategy that sets you up for success, focusing on your vision, mission, goals, and targets.",Course,2025-02-26 22:32 UTC,N/A,false,N/A,
Mastering Model Context Protocol (MCP),"Model Context Protocol (MCP) is trending as a must-know protocol for working with LLMs and tools. MCP was introduced in November 2024, and since then, it’s become the standard of most large LLM players, including OpenAI and Google, as well as many other enterprises. An ideal fit for data scientists, AI engineers, and ML engineers, this course covers the essential challenges of tool integration with LLMs, customizing settings, verifying server operation, and implementing security best practices. Along the way, instructor Jonathan Fernandes outlines key considerations such as resource registration, server configuration, debugging interactions, and using Docker for containerization.",Course,2025-10-03 15:16 UTC,N/A,true,N/A,
Impress Interviewers with These Five Questions,"<p>Interviews are used to see if you would be a good fit for a specific role. They are also used to determine if an organization would be a good fit for you. Asking insightful questions during your interview can help you stand out from the rest of the candidates for the role. In this course, Nneka Craigwell, a certified HR professional, shares five insightful questions that you can bring to your next interview to impress the organization of your dreams. Explore the impact of the role you are interviewing for and the ways you’ll be able to collaborate with other members of the team. Nneka offers strategies to ask about the organization’s culture and goals as well as how it defines and measures success. Upon completing this course, you’ll be prepared to walk into your next interview equipped with greater confidence, clarity, and poise.</p>
<p>This course was created by <a href=""https://www.onlymadecraft.com"" target=""_blank"">Madecraft</a>. We are pleased to host this training in our library.</p>                  
<img src=""https://media.licdn.com/media/AAYAAgCwAAoAAQAAAAAAAHppnBQxgeyWS2CsU3aDDPcMgw.jpg"" alt=""Company logo for Madecraft; the letter M configured as part of a printing press"" width=""20%"" height=""20%"" />",Course,2025-09-30 21:29 UTC,N/A,false,N/A,
Telling Stories That Stick,"What makes a good story? Why do some stories stick with us while others are forgotten as soon as we hear them? In this course, award-winning entrepreneur, author, and activist Elisa Camahort Page teaches you the secrets to telling a story that sticks. Whether you’re trying to close a sale, presenting at a conference, or speaking to media outlets, the principles Elisa outlines can help you successfully accomplish your objectives. She covers the importance of tailoring your story to your specific audience, how to craft talking points that support the story you want to tell, how to master interviews so your messages come through, and more. Elisa also covers tactical aspects of presenting, from how to dress to what to do with your hands to managing verbal ticks or crutch words. Finally, she shows you how to measure the success of your messaging and use that to improve your messaging in the future.",Course,2025-06-23 03:21 UTC,N/A,false,N/A,
